Jenis_Kelamin,Umur,SIM,Kode_Daerah,Sudah_Asuransi,Umur_Kendaraan,Kendaraan_Rusak,Premi,Kanal_Penjualan,Lama_Berlangganan,Tertarik,prediksi_tertarik
2.0,1.6511887592355343,1,0.3441520981649118,1,2,1,-1.8143157850063587,-1.9359980687333378,1.1762549543466407,0,0
1.0,-0.7499586671650452,1,-0.8577668428651557,0,1,1,1.4670331069177387,0.7242918655636256,1.2479605760044135,0,0
1.0,2.300147523127583,1,1.4709511053806001,0,2,1,-1.8143157850063587,0.7987055700194847,0.6145609180274209,0,0
1.0,-1.2042298018894793,1,-1.008006710493914,0,1,1,0.37958747780444235,0.8731192744753438,0.5309043594266859,0,0
2.0,-1.0095421727218648,1,0.04367236290739492,0,1,1,0.009332107952270385,0.7242918655636256,0.7101684135711178,0,0
1.0,0.1585836022838227,1,0.11879229672177415,1,2,0,0.6242131626883026,-1.1360507458328524,1.2718624498903377,0,0
2.0,0.3532712314514373,1,0.11879229672177415,0,3,1,1.345233178268548,-1.6197398247959365,-0.4610234068391703,1,1
1.0,0.6128547370082567,1,0.11879229672177415,0,2,1,1.2455911254657008,-1.6197398247959365,-0.711993082641375,0,0
1.0,-0.6850627907758404,1,1.2455913039374624,0,1,1,0.9749094199106775,0.7242918655636256,0.6026099810844587,0,0
1.0,0.3532712314514373,1,1.095351436308704,0,2,1,0.6125187282138435,0.20339593437261178,1.594537747350315,0,0
2.0,-0.7499586671650452,1,-1.8343259824520857,1,1,0,0.5965842063860718,0.7242918655636256,-1.010766506215428,0,0
1.0,-0.9446462963326598,1,0.5695118996080495,0,1,0,-0.7256391627904877,0.7242918655636256,1.307715260719224,0,0
1.0,0.22347947867302756,1,0.11879229672177415,0,2,1,-0.3996995446310027,0.20339593437261178,0.37554217916817834,0,0
1.0,-0.4903751616082258,1,0.11879229672177415,1,1,0,0.46527827544477696,0.7242918655636256,-1.5485586686487236,0,0
1.0,0.28837535506223244,1,0.11879229672177415,0,3,1,0.8291051257612814,0.16618908214468223,-1.4768530469909509,0,0
2.0,0.3532712314514373,1,1.6211909730093585,0,2,1,-1.8143157850063587,0.20339593437261178,-0.819551515128034,0,0
2.0,0.6128547370082567,1,0.7197517672368079,1,2,0,0.5160225466731315,0.7242918655636256,-0.915159010671731,0,0
1.0,-0.9446462963326598,1,-0.18168743853574273,1,1,0,-0.6965740478685865,0.7242918655636256,0.2560328097385571,0,0
1.0,-1.0095421727218648,1,-1.8343259824520857,1,1,0,0.9031698774328555,0.7242918655636256,-0.042740613835496,0,0
1.0,0.8075423661758713,1,0.19391223053615336,1,2,0,-0.011321220768704114,-1.6197398247959365,-0.9510118215006175,0,0
2.0,0.483062984229847,1,-1.1582465781226727,0,3,1,0.8774557992901852,-0.41051712738822593,0.12457250336597374,0,0
2.0,-0.8148545435542501,1,0.26903216435053257,0,1,1,-1.8143157850063587,0.8731192744753438,0.8535796568866633,0,0
1.0,-1.1393339255002743,1,0.7197517672368079,1,1,0,1.1865718450478169,0.7242918655636256,-0.7717477673561856,0,0
2.0,-0.3605834088298161,1,-1.5338462471945689,1,1,0,-0.38868899521352956,0.7242918655636256,-1.1541777495309735,0,0
2.0,1.0671258717326906,1,1.771430840638117,0,2,1,0.4002408065254169,-1.9546014948473025,0.22017999890967072,0,0
2.0,0.1585836022838227,1,-1.3836063795658102,0,2,1,0.1522640848623257,0.20339593437261178,0.9730890263162846,0,0
1.0,-0.7499586671650452,1,0.7948717010511871,0,1,1,0.8069472499149378,0.7242918655636256,-0.49687621766805673,1,0
1.0,-0.7499586671650452,1,-1.3836063795658102,1,1,0,-1.8143157850063587,0.8731192744753438,0.43529686388298894,0,0
1.0,-1.0744380491110694,1,-0.8577668428651557,1,1,0,0.22899598825614487,0.7242918655636256,-0.4849252807250946,0,0
1.0,0.8724382425650761,1,-1.3836063795658102,1,2,0,0.28794688016833037,-1.6197398247959365,-1.4170983622761402,0,0
2.0,-1.1393339255002743,1,0.11879229672177415,0,2,1,0.5207413535663343,0.7614987177915551,1.4989302518066179,1,0
1.0,-0.1009999032729967,1,-1.3836063795658102,1,2,0,1.5878755964871492,0.7242918655636256,0.9969909002022088,0,0
2.0,-0.5552710379974307,1,-1.7592060486377064,1,1,0,-0.8758203213045936,0.7242918655636256,-0.05469155077845812,0,0
2.0,-0.8797504199434549,1,-0.6324070414220181,1,1,0,-0.5670462180754551,0.7242918655636256,-0.6283365240406401,0,0
2.0,-0.9446462963326598,1,-1.8343259824520857,0,1,1,0.10740122512404995,-1.6197398247959365,1.51088118874958,0,0
1.0,1.5213970064571247,1,-0.6324070414220181,0,2,1,-0.824255388007856,0.7987055700194847,0.7818740352288905,1,0
1.0,0.483062984229847,1,1.2455913039374624,0,2,1,-1.8143157850063587,-1.6197398247959365,0.23213093585263284,0,0
2.0,-0.8148545435542501,1,1.6963109068237379,1,1,1,0.003861027496383101,0.7242918655636256,-1.2736871189605947,0,0
1.0,2.1054598939599685,1,1.4709511053806001,1,2,0,-0.23426774934611097,-1.8987912165054082,-0.1861518571510415,0,0
1.0,-0.03610402688379184,1,-1.3836063795658102,1,2,0,0.17996142967025508,0.7242918655636256,-0.26980841575177633,0,0
2.0,1.7809805120139441,1,0.11879229672177415,0,3,1,2.106328858188168,0.20339593437261178,0.8655305938296254,0,0
1.0,-1.0095421727218648,1,0.7197517672368079,1,1,0,-1.8143157850063587,0.8731192744753438,0.44724780082595106,0,0
2.0,2.1054598939599685,1,1.771430840638117,1,2,0,0.2813815836212656,-1.9546014948473025,-0.03078967689253388,0,0
1.0,0.28837535506223244,1,1.4709511053806001,0,2,1,-0.37104476074329307,0.8173089961334494,0.829677783000739,1,0
1.0,0.8724382425650761,1,0.11879229672177415,0,2,1,0.9416042176354636,-1.5639295464540421,0.8177268460577769,0,0
1.0,0.28837535506223244,1,-1.3836063795658102,0,2,1,-1.8143157850063587,0.20339593437261178,-0.2578574788088142,0,0
2.0,-0.6850627907758404,1,1.095351436308704,1,1,0,-0.19672245971758448,0.7242918655636256,-0.9032080737287689,0,0
1.0,-1.0095421727218648,1,-1.5338462471945689,1,1,0,0.2041709606875563,0.7242918655636256,0.44724780082595106,0,0
1.0,-1.0095421727218648,1,-0.932886776679535,0,1,1,0.1714812549636298,0.7242918655636256,-1.6441661641924206,1,0
1.0,-0.42547928521902095,1,1.3958311715662208,0,1,1,-0.6949327237318204,0.7242918655636256,-1.3573436775613297,1,0
1.0,2.1054598939599685,1,0.11879229672177415,0,2,1,0.4166540478930787,0.20339593437261178,-1.5366077317057616,0,0
2.0,-1.0744380491110694,1,1.771430840638117,1,1,0,-0.4914085307728133,0.7242918655636256,-0.9032080737287689,0,0
2.0,-0.9446462963326598,1,1.3958311715662208,1,1,0,-1.8143157850063587,0.7242918655636256,-1.3573436775613297,0,0
2.0,-1.1393339255002743,1,1.4709511053806001,0,1,1,0.37117569160351566,0.7242918655636256,-1.0944230648161628,0,0
2.0,-1.1393339255002743,1,1.5460710391949795,0,1,1,0.5144496110420639,0.7242918655636256,-0.42517059601028395,0,0
1.0,0.5479588606190519,1,1.095351436308704,0,2,1,0.39880464790574643,-1.6197398247959365,1.2479605760044135,0,0
1.0,-1.0744380491110694,1,1.6963109068237379,0,1,1,-0.23638779302276727,0.8731192744753438,0.5309043594266859,0,0
2.0,0.3532712314514373,1,0.11879229672177415,0,2,1,0.3719279651662002,-1.6197398247959365,-1.4888039839339129,0,0
2.0,-0.7499586671650452,1,-1.3084864457514311,1,1,0,0.9670447417553395,0.7242918655636256,0.3994440530541026,0,0
1.0,0.22347947867302756,1,-0.932886776679535,0,2,1,-1.8143157850063587,0.8173089961334494,-0.42517059601028395,0,0
2.0,-0.4903751616082258,1,-1.8343259824520857,1,2,0,1.1250905784247835,-1.6197398247959365,1.1762549543466407,0,0
1.0,-0.03610402688379184,1,0.11879229672177415,0,2,1,-0.20903239074333085,0.7614987177915551,-0.4012687221243597,0,0
1.0,0.28837535506223244,1,1.4709511053806001,1,2,0,0.6757097074793417,-1.8987912165054082,-0.6761402718124886,0,0
1.0,1.4565011300679198,1,-1.1582465781226727,0,2,1,0.04927099528024756,-1.6197398247959365,0.23213093585263284,0,0
1.0,1.7160846356247392,1,1.095351436308704,1,2,0,0.43395633983482224,0.7242918655636256,-0.8076005781850719,0,0
2.0,-0.6201669143866355,1,1.095351436308704,1,1,0,-0.009543119620540746,0.7242918655636256,0.5667571702555724,0,0
1.0,-0.6850627907758404,1,0.19391223053615336,1,1,0,-1.8143157850063587,0.7242918655636256,0.6862665396851936,0,0
2.0,1.4565011300679198,1,0.19391223053615336,1,2,0,0.5111669627685316,-1.6197398247959365,1.5228321256925423,0,0
1.0,1.5862928828463294,1,-1.3836063795658102,1,2,0,0.32761221347351316,-1.6197398247959365,0.6026099810844587,0,0
2.0,0.09368772589461787,1,0.11879229672177415,0,2,1,1.261115316259281,0.20339593437261178,1.3196661976621862,0,0
2.0,-0.6850627907758404,1,0.7197517672368079,0,1,1,-1.8143157850063587,0.7242918655636256,0.6623646657992693,0,0
1.0,-0.6201669143866355,1,1.095351436308704,1,1,0,0.18235502736970577,0.7242918655636256,1.391371819319959,0,0
1.0,0.02879184950541301,1,1.4709511053806001,1,2,0,-0.19364497696114788,-1.8987912165054082,1.307715260719224,0,0
1.0,-0.6850627907758404,1,1.095351436308704,1,1,0,1.2155001829583207,0.7242918655636256,1.4750283779206936,0,0
2.0,0.09368772589461787,1,0.11879229672177415,0,2,0,1.1047108037266034,0.20339593437261178,-0.5685818393258295,0,0
1.0,1.002229995343486,1,0.11879229672177415,1,2,0,0.6227086155629336,0.16618908214468223,1.6303905581792013,0,0
2.0,0.6128547370082567,1,0.11879229672177415,1,2,0,1.5218806884880087,0.20339593437261178,-0.7000421456984128,0,0
1.0,2.1054598939599685,1,0.19391223053615336,0,2,1,0.5067217098981232,-1.6197398247959365,-0.10249529855030662,0,0
1.0,2.170355770349173,1,-0.8577668428651557,0,3,1,0.2096420411434436,-1.8429809381635138,-0.7717477673561856,0,0
1.0,-1.0095421727218648,1,1.095351436308704,1,1,0,0.1567777262384327,0.7242918655636256,-1.5605096055916858,0,0
1.0,-0.03610402688379184,1,0.11879229672177415,0,2,1,-1.8143157850063587,0.20339593437261178,-1.3334418036754054,0,0
1.0,-0.8797504199434549,1,0.19391223053615336,1,1,0,1.715146605592227,0.7242918655636256,-0.23395560492288997,0,0
1.0,-1.2042298018894793,1,1.4709511053806001,1,1,0,0.5009770754194415,0.8731192744753438,-0.8434533890139583,0,0
2.0,0.6777506133974616,1,0.7197517672368079,0,2,1,0.3737744548200621,0.20339593437261178,1.391371819319959,0,0
1.0,-0.9446462963326598,1,-1.3836063795658102,1,1,0,-0.07444381152850366,0.7242918655636256,0.31578749445336773,0,0
2.0,-0.3605834088298161,1,-0.18168743853574273,1,2,0,-0.4225413055343321,0.20339593437261178,-1.0346683801013523,0,0
1.0,-0.8797504199434549,1,0.26903216435053257,0,2,1,-0.07793162531913181,0.20339593437261178,1.307715260719224,0,0
2.0,0.6128547370082567,1,0.11879229672177415,0,2,1,1.0214136037857193,-1.1360507458328524,-1.5605096055916858,1,0
2.0,0.7426464897866664,1,0.11879229672177415,0,2,1,0.9312775532749764,-1.6197398247959365,-1.4529511731050266,0,0
2.0,0.6128547370082567,1,-1.3836063795658102,1,2,0,0.44017969385339406,-1.6197398247959365,-0.42517059601028395,0,0
1.0,-0.8797504199434549,1,1.095351436308704,1,1,0,0.8473648567828052,0.7242918655636256,-1.106374001759125,0,0
1.0,0.28837535506223244,1,-1.4587263133801895,0,2,1,0.08599562284039096,0.20339593437261178,-1.4649021100479886,0,0
1.0,-1.2042298018894793,1,1.095351436308704,0,1,0,-1.8143157850063587,-2.084825477645056,1.032843711031095,0,0
1.0,0.937334118954281,1,0.11879229672177415,0,2,1,0.5074739834608076,-1.2662747286306058,0.9969909002022088,0,0
1.0,-0.8797504199434549,1,-1.0831266443082934,1,1,0,0.3191320387668879,0.8731192744753438,-0.12639717243623086,0,0
1.0,-1.0744380491110694,1,0.26903216435053257,1,1,0,0.24458856755542363,0.7242918655636256,-1.7278227227931555,0,0
2.0,-1.0095421727218648,1,0.7948717010511871,0,1,1,0.2455460066352039,0.7242918655636256,-1.7039208489072313,0,0
2.0,-0.8797504199434549,1,1.771430840638117,1,1,0,0.8401156751787545,0.7242918655636256,0.5309043594266859,0,0
1.0,-1.0744380491110694,1,-1.2333665119370518,1,1,0,-0.8354711029424249,0.7242918655636256,0.626511854970383,0,0
1.0,-1.0744380491110694,1,-0.7075269752363973,0,1,1,0.29861548705731056,0.7242918655636256,-0.9749136953865417,0,0
2.0,0.02879184950541301,1,1.771430840638117,0,2,1,-0.059398340274813624,0.20339593437261178,-0.2578574788088142,0,0
1.0,-0.6850627907758404,1,1.095351436308704,0,2,1,0.7025180017131893,0.20339593437261178,-0.4729743437821325,0,0
2.0,-0.9446462963326598,1,-1.1582465781226727,0,1,1,0.8726002153855853,0.7242918655636256,-1.691969911964269,0,0
1.0,-0.9446462963326598,1,-1.7592060486377064,1,1,0,-0.004550758704543599,0.8731192744753438,0.8655305938296254,0,0
1.0,-0.16589577966220156,1,0.8699916348655664,0,2,1,0.09290286191594865,0.20339593437261178,0.3516403052822541,0,0
1.0,-0.23079165605140642,1,1.771430840638117,0,2,1,0.7943637648663971,-1.9546014948473025,-1.5485586686487236,0,0
2.0,-0.6201669143866355,1,1.4709511053806001,0,1,1,-1.8143157850063587,0.8731192744753438,0.6026099810844587,0,0
1.0,-0.8148545435542501,1,1.3207112377518417,1,1,0,0.36502072609064246,0.7242918655636256,-0.9629627584435796,0,0
1.0,1.7809805120139441,1,0.19391223053615336,1,2,0,-0.03416298167203353,-1.6197398247959365,-0.9032080737287689,0,0
1.0,0.483062984229847,1,-1.0831266443082934,0,2,1,-0.13387342298057928,-1.6197398247959365,-1.6441661641924206,1,0
1.0,-0.5552710379974307,1,0.11879229672177415,1,2,0,-0.18536996777161835,-1.6197398247959365,0.7699230982859284,0,0
2.0,0.1585836022838227,1,1.095351436308704,1,2,0,-0.5420844134954693,-1.6197398247959365,0.5070024855407617,0,0
2.0,2.235251646738378,1,-1.1582465781226727,1,2,0,0.04003854701093777,0.7242918655636256,-0.06664248772142024,0,0
2.0,0.6128547370082567,1,0.11879229672177415,0,3,1,0.8522204406874051,0.20339593437261178,1.200156828232565,0,0
1.0,-1.2042298018894793,1,-1.1582465781226727,1,2,0,0.49694215358322463,0.20339593437261178,-0.329563100466587,0,0
2.0,0.41816710784064215,1,0.7948717010511871,1,2,0,0.6300261856726828,-1.6197398247959365,-1.4051474253331782,1,0
1.0,-1.0095421727218648,1,-1.5338462471945689,1,1,0,0.016991620590512582,0.7242918655636256,-1.691969911964269,0,0
1.0,-0.6201669143866355,1,0.26903216435053257,1,1,0,-0.44757149862001644,0.7242918655636256,-0.6044346501547159,0,0
2.0,0.02879184950541301,1,1.2455913039374624,0,2,1,-1.8143157850063587,-1.6197398247959365,0.5667571702555724,1,0
2.0,-1.2042298018894793,1,0.11879229672177415,1,2,0,0.45843942487491784,-1.6197398247959365,0.7340702874570421,0,0
1.0,-0.4903751616082258,1,0.6446318334224287,1,1,0,0.2417162503160828,0.7242918655636256,0.1126215664230116,0,0
2.0,-1.0095421727218648,1,-1.2333665119370518,1,1,0,0.27693633075085716,0.7614987177915551,1.2360096390614512,0,0
2.0,-0.6201669143866355,1,1.5460710391949795,1,1,0,0.33910148243087646,0.7242918655636256,-1.6680680380783448,0,0
2.0,-0.5552710379974307,1,0.11879229672177415,0,1,1,0.8208301165717519,-1.6197398247959365,0.4233459269400268,0,0
2.0,-0.9446462963326598,1,-0.7826469090507765,0,1,0,-0.11198910115703015,0.7242918655636256,-0.4849252807250946,0,0
2.0,-0.5552710379974307,1,0.11879229672177415,0,2,1,0.6549879902526685,0.7987055700194847,-1.0585702539872766,1,0
1.0,0.483062984229847,1,-1.3836063795658102,0,2,1,0.41638049387028436,0.7614987177915551,1.11650026963183,0,0
1.0,0.483062984229847,1,-1.3836063795658102,0,2,1,0.0887311630683346,-1.74996380759369,-1.1541777495309735,0,0
1.0,-1.0744380491110694,1,0.11879229672177415,1,1,0,1.5426024057146819,0.7242918655636256,0.2560328097385571,0,0
2.0,-0.16589577966220156,1,0.11879229672177415,0,2,1,1.113806474984516,0.20339593437261178,0.9491871524303603,0,0
1.0,-1.0744380491110694,1,-1.3836063795658102,0,1,1,-1.8143157850063587,0.7242918655636256,0.2560328097385571,0,0
2.0,-1.0095421727218648,1,-1.2333665119370518,1,1,0,-0.10638124368974568,0.7242918655636256,-1.6561171011353828,0,0
1.0,-1.2042298018894793,1,-1.3836063795658102,1,1,0,0.34067441806194404,0.8731192744753438,0.4233459269400268,0,0
2.0,-1.0095421727218648,1,-0.7075269752363973,1,1,0,0.16949798829837065,0.7242918655636256,-0.5446799654399052,0,0
2.0,-0.16589577966220156,1,0.11879229672177415,0,2,1,1.0705849393830065,-1.6197398247959365,0.3635912422252162,1,1
1.0,-1.0095421727218648,1,0.7197517672368079,1,1,0,0.07587412399699948,0.7242918655636256,0.31578749445336773,0,0
1.0,0.28837535506223244,1,0.11879229672177415,0,2,1,-1.8143157850063587,-1.6197398247959365,-1.297588992846519,1,0
1.0,0.22347947867302756,1,0.9451115686799456,0,2,1,0.18495379058625222,0.20339593437261178,0.04091594476523887,0,0
2.0,-0.9446462963326598,1,-1.0831266443082934,1,1,0,-0.0856595264630726,0.7242918655636256,-0.5088271546110188,0,0
1.0,1.8458763884031488,1,-1.3836063795658102,0,2,1,0.5195103604637596,0.20339593437261178,1.2360096390614512,0,0
1.0,2.819314534241222,1,0.11879229672177415,1,2,0,0.3464874410463243,-1.6197398247959365,-1.3453927406183674,0,0
1.0,-1.0744380491110694,1,-1.1582465781226727,1,1,0,1.847273198601905,0.7242918655636256,0.8894324677155496,0,0
2.0,0.3532712314514373,1,0.11879229672177415,1,2,0,0.6622371718567192,0.20339593437261178,1.295764323776262,0,0
1.0,0.6777506133974616,1,0.11879229672177415,1,2,0,0.09598034467238525,-1.6197398247959365,0.4591987377689132,0,0
2.0,0.09368772589461787,1,0.11879229672177415,0,2,1,0.694037827006564,0.22199936048657654,1.6542924320651256,0,0
1.0,-1.1393339255002743,1,1.5460710391949795,0,1,1,0.3076427698095246,0.8731192744753438,0.10067062948004948,0,0
1.0,-0.1009999032729967,1,1.095351436308704,1,2,0,0.1973321101176972,0.7242918655636256,1.200156828232565,0,0
2.0,1.6511887592355343,1,1.6211909730093585,0,3,1,-1.8143157850063587,0.20339593437261178,-0.711993082641375,0,0
1.0,-1.1393339255002743,1,-1.8343259824520857,1,1,0,-0.023220820760258956,0.8731192744753438,-0.018838739949571755,0,0
2.0,0.483062984229847,1,0.19391223053615336,0,3,1,1.5629137919071634,0.20339593437261178,1.594537747350315,1,0
2.0,-0.8797504199434549,1,-1.008006710493914,1,1,0,0.44004291684199687,0.7242918655636256,-0.8673552628998825,0,0
1.0,-0.03610402688379184,1,-0.7075269752363973,0,2,1,0.7021076706789978,-1.5453261203400774,1.3674699454340347,1,0
1.0,1.1320217481218955,1,1.4709511053806001,1,2,0,-1.8143157850063587,-1.8987912165054082,-0.3893177851813976,0,0
2.0,-0.42547928521902095,1,1.5460710391949795,0,2,1,0.08353363663524169,-1.5639295464540421,-1.680018975021307,0,0
2.0,-0.5552710379974307,1,0.11879229672177415,1,1,0,-0.05420081384172071,0.7242918655636256,-0.21005373103696573,0,0
1.0,-1.0095421727218648,1,0.19391223053615336,1,1,0,0.7209145097461104,0.7242918655636256,0.2082290619667086,0,0
1.0,0.5479588606190519,1,0.11879229672177415,1,2,0,0.43546088696019125,0.20339593437261178,-1.4410002361620644,0,0
2.0,1.6511887592355343,1,1.4709511053806001,1,2,0,0.2984103215402148,-1.8987912165054082,-1.680018975021307,0,0
1.0,0.6128547370082567,1,0.11879229672177415,0,3,1,1.0050687509237561,0.20339593437261178,-1.2736871189605947,0,0
1.0,-0.8148545435542501,1,-0.8577668428651557,1,1,0,0.7066897005608034,0.7242918655636256,1.307715260719224,0,0
1.0,-0.03610402688379184,1,-1.7592060486377064,0,2,1,0.04728772861498842,0.20339593437261178,0.05286688170820099,1,0
1.0,-0.3605834088298161,1,-0.25680737235012197,0,2,1,-1.8143157850063587,0.7987055700194847,0.22017999890967072,1,0
1.0,1.1320217481218955,1,0.11879229672177415,1,2,0,0.22550817446551671,-2.0476186254171265,0.6623646657992693,0,0
1.0,1.002229995343486,1,0.7948717010511871,1,2,0,1.5606569712191098,-1.6197398247959365,-1.4170983622761402,0,0
2.0,-0.9446462963326598,1,-0.0314475709069843,0,1,1,-0.22045327119499555,0.8731192744753438,-1.0346683801013523,0,0
1.0,0.6777506133974616,1,0.11879229672177415,1,2,0,0.06746233779607279,0.20339593437261178,1.0567455849170193,0,0
2.0,-1.1393339255002743,1,-1.7592060486377064,0,1,1,1.9102590123503074,0.8731192744753438,0.542855296369648,0,0
1.0,0.5479588606190519,1,0.11879229672177415,0,2,1,0.5586969742290523,0.20339593437261178,1.4750283779206936,0,0
2.0,0.41816710784064215,1,0.11879229672177415,0,2,1,0.3827333490665776,-1.6197398247959365,-0.8434533890139583,0,0
2.0,0.8075423661758713,1,0.26903216435053257,0,2,1,0.05864022056095454,0.7242918655636256,0.829677783000739,0,0
1.0,-1.0744380491110694,1,0.26903216435053257,1,1,0,0.12572934465127236,0.7242918655636256,1.1882058912896027,0,0
2.0,-1.0095421727218648,1,0.7197517672368079,1,1,0,0.10876899523802178,0.7242918655636256,0.4113949899970647,0,0
1.0,-0.9446462963326598,1,-1.2333665119370518,1,1,0,0.5214252386233202,0.7242918655636256,-0.7597968304132234,0,0
2.0,-0.7499586671650452,1,1.771430840638117,1,1,0,0.4978995926630049,0.7242918655636256,-0.37736684823843547,0,0
1.0,-0.8148545435542501,1,0.4943919657936703,0,2,1,0.8656929763100276,-1.6197398247959365,1.51088118874958,0,0
2.0,1.1969176245111004,1,-1.7592060486377064,0,3,1,-0.06705785291305583,0.20339593437261178,0.19627812502374647,1,0
2.0,-0.23079165605140642,1,1.3958311715662208,1,2,0,-0.31394035848496954,0.16618908214468223,-0.12639717243623086,0,0
1.0,-1.1393339255002743,1,0.7197517672368079,0,1,1,0.49899380875418237,0.8731192744753438,-0.4490724698962082,0,0
2.0,-0.9446462963326598,1,-0.932886776679535,1,1,0,-0.03471008971762225,0.7056884394496608,-0.819551515128034,0,0
1.0,-0.1009999032729967,1,0.11879229672177415,1,2,0,0.06438485503963619,0.20339593437261178,-0.6641893348695265,0,0
1.0,-0.9446462963326598,1,-1.8343259824520857,1,1,0,0.33465622956046803,0.7242918655636256,0.9850399632592467,0,0
2.0,-1.0744380491110694,1,-0.932886776679535,0,1,0,-0.08087233106417122,0.7242918655636256,0.7818740352288905,0,0
1.0,-0.8797504199434549,1,-0.7075269752363973,1,1,0,0.6582706385262009,0.7242918655636256,-1.1422268125880115,0,0
1.0,-0.29568753244061124,1,-0.8577668428651557,1,2,0,0.965129863595779,0.7242918655636256,-1.106374001759125,0,0
1.0,0.1585836022838227,1,-0.7826469090507765,1,2,0,-0.005781751807118238,0.7242918655636256,0.13652344030893585,0,0
1.0,-0.42547928521902095,1,-1.0831266443082934,0,1,1,0.3691240364325579,-1.6197398247959365,1.4869793148636559,1,0
2.0,-1.0744380491110694,1,1.4709511053806001,1,1,0,-0.33856022053646234,0.7242918655636256,-0.5805327762687916,0,0
